# emoji	name	group	subgroup	version	codes	terms
🧜🏻‍♀️	mermaid: light skin tone	People & Body	person-fantasy	5.0	renyunv,ryn,meirenyu,mry,renyu,ry,renyunan,qianfuse,qfs,renwu,rw,ren,shenti,st,huanxiang,hx,mermaidlightskintone,mermaid,light,skin,tone,mermaidlight,lightskin,skintone,peoplebody,personfantasy	人鱼女|美人鱼|人鱼|人鱼男|浅肤色|人物|人|身体|幻想
🧜🏼‍♀️	mermaid: medium-light skin tone	People & Body	person-fantasy	5.0	renyu,ry,renyunan,ryn,renyunv,meirenyu,mry,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huanxiang,hx,mermaidmediumlightskintone,mermaid,medium,light,skin,tone,mermaidmedium,mediumlight,lightskin,skintone,peoplebody,personfantasy	人鱼|人鱼男|人鱼女|美人鱼|浅肤色|中浅肤色|人物|人|身体|幻想
🧜🏽‍♀️	mermaid: medium skin tone	People & Body	person-fantasy	5.0	renyu,ry,renyunan,ryn,renyunv,meirenyu,mry,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huanxiang,hx,mermaidmediumskintone,mermaid,medium,skin,tone,mermaidmedium,mediumskin,skintone,peoplebody,personfantasy	人鱼|人鱼男|人鱼女|美人鱼|中等肤色|人物|人|身体|幻想
🧜🏾‍♀️	mermaid: medium-dark skin tone	People & Body	person-fantasy	5.0	renyu,ry,renyunan,ryn,renyunv,meirenyu,mry,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huanxiang,hx,mermaidmediumdarkskintone,mermaid,medium,dark,skin,tone,mermaidmedium,mediumdark,darkskin,skintone,peoplebody,personfantasy	人鱼|人鱼男|人鱼女|美人鱼|中深肤色|深肤色|人物|人|身体|幻想
🧜🏿‍♀️	mermaid: dark skin tone	People & Body	person-fantasy	5.0	renyu,ry,renyunan,ryn,renyunv,meirenyu,mry,shenfuse,sfs,renwu,rw,ren,shenti,st,huanxiang,hx,mermaiddarkskintone,mermaid,dark,skin,tone,mermaiddark,darkskin,skintone,peoplebody,personfantasy	人鱼|人鱼男|人鱼女|美人鱼|深肤色|人物|人|身体|幻想
🧝	elf	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,renwu,rw,ren,shenti,st,huanxiang,hx,elf,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|人物|人|身体|幻想
🧝🏻	elf: light skin tone	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,qianfuse,qfs,renwu,rw,ren,shenti,st,huanxiang,hx,elflightskintone,elf,light,skin,tone,elflight,lightskin,skintone,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|浅肤色|人物|人|身体|幻想
🧝🏼	elf: medium-light skin tone	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huanxiang,hx,elfmediumlightskintone,elf,medium,light,skin,tone,elfmedium,mediumlight,lightskin,skintone,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|浅肤色|中浅肤色|人物|人|身体|幻想
🧝🏽	elf: medium skin tone	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huanxiang,hx,elfmediumskintone,elf,medium,skin,tone,elfmedium,mediumskin,skintone,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|中等肤色|人物|人|身体|幻想
🧝🏾	elf: medium-dark skin tone	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huanxiang,hx,elfmediumdarkskintone,elf,medium,dark,skin,tone,elfmedium,mediumdark,darkskin,skintone,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|中深肤色|深肤色|人物|人|身体|幻想
🧝🏿	elf: dark skin tone	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,shenfuse,sfs,renwu,rw,ren,shenti,st,huanxiang,hx,elfdarkskintone,elf,dark,skin,tone,elfdark,darkskin,skintone,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|深肤色|人物|人|身体|幻想
🧝‍♂️	man elf	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,nan,nanxing,nx,renwu,rw,ren,shenti,st,huanxiang,hx,manelf,man,elf,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|男|男性|人物|人|身体|幻想
🧝🏻‍♂️	man elf: light skin tone	People & Body	person-fantasy	5.0	anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnv,jinglingnv,jinglingzunv,nan,nanxing,nx,qianfuse,qfs,renwu,rw,ren,shenti,st,huanxiang,hx,manelflightskintone,man,elf,light,skin,tone,manelf,elflight,lightskin,skintone,peoplebody,personfantasy	暗夜精灵男|精灵族男|精灵男|暗夜精灵|精灵|精灵族|暗夜精灵女|精灵女|精灵族女|男|男性|浅肤色|人物|人|身体|幻想
🧝🏼‍♂️	man elf: medium-light skin tone	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,nan,nanxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huanxiang,hx,manelfmediumlightskintone,man,elf,medium,light,skin,tone,manelf,elfmedium,mediumlight,lightskin,skintone,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|男|男性|浅肤色|中浅肤色|人物|人|身体|幻想
🧝🏽‍♂️	man elf: medium skin tone	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,nan,nanxing,nx,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huanxiang,hx,manelfmediumskintone,man,elf,medium,skin,tone,manelf,elfmedium,mediumskin,skintone,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|男|男性|中等肤色|人物|人|身体|幻想
🧝🏾‍♂️	man elf: medium-dark skin tone	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,nan,nanxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huanxiang,hx,manelfmediumdarkskintone,man,elf,medium,dark,skin,tone,manelf,elfmedium,mediumdark,darkskin,skintone,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|男|男性|中深肤色|深肤色|人物|人|身体|幻想
🧝🏿‍♂️	man elf: dark skin tone	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,nan,nanxing,nx,shenfuse,sfs,renwu,rw,ren,shenti,st,huanxiang,hx,manelfdarkskintone,man,elf,dark,skin,tone,manelf,elfdark,darkskin,skintone,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|男|男性|深肤色|人物|人|身体|幻想
🧝‍♀️	woman elf	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,nv,nvxing,nx,renwu,rw,ren,shenti,st,huanxiang,hx,womanelf,woman,elf,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|女|女性|人物|人|身体|幻想
🧝🏻‍♀️	woman elf: light skin tone	People & Body	person-fantasy	5.0	anyejinglingnv,ayjln,jinglingnv,jln,jinglingzunv,jlzn,anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,jinglingzunan,jinglingnan,nv,nvxing,nx,qianfuse,qfs,renwu,rw,ren,shenti,st,huanxiang,hx,womanelflightskintone,woman,elf,light,skin,tone,womanelf,elflight,lightskin,skintone,peoplebody,personfantasy	暗夜精灵女|精灵女|精灵族女|暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|女|女性|浅肤色|人物|人|身体|幻想
🧝🏼‍♀️	woman elf: medium-light skin tone	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huanxiang,hx,womanelfmediumlightskintone,woman,elf,medium,light,skin,tone,womanelf,elfmedium,mediumlight,lightskin,skintone,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|女|女性|浅肤色|中浅肤色|人物|人|身体|幻想
🧝🏽‍♀️	woman elf: medium skin tone	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,nv,nvxing,nx,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huanxiang,hx,womanelfmediumskintone,woman,elf,medium,skin,tone,womanelf,elfmedium,mediumskin,skintone,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|女|女性|中等肤色|人物|人|身体|幻想
🧝🏾‍♀️	woman elf: medium-dark skin tone	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,nv,nvxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huanxiang,hx,womanelfmediumdarkskintone,woman,elf,medium,dark,skin,tone,womanelf,elfmedium,mediumdark,darkskin,skintone,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|女|女性|中深肤色|深肤色|人物|人|身体|幻想
🧝🏿‍♀️	woman elf: dark skin tone	People & Body	person-fantasy	5.0	anyejingling,ayjl,jingling,jl,jinglingzu,jlz,anyejinglingnan,ayjln,jinglingzunan,jlzn,jinglingnan,jln,anyejinglingnv,jinglingnv,jinglingzunv,nv,nvxing,nx,shenfuse,sfs,renwu,rw,ren,shenti,st,huanxiang,hx,womanelfdarkskintone,woman,elf,dark,skin,tone,womanelf,elfdark,darkskin,skintone,peoplebody,personfantasy	暗夜精灵|精灵|精灵族|暗夜精灵男|精灵族男|精灵男|暗夜精灵女|精灵女|精灵族女|女|女性|深肤色|人物|人|身体|幻想
🧞	genie	People & Body	person-fantasy	5.0	dengshen,ds,aladingdengshen,aldds,dengshennan,dsn,aladingdengshennan,alddsn,dengshennv,aladingdengshennv,renwu,rw,ren,shenti,st,huanxiang,hx,genie,peoplebody,personfantasy	灯神|阿拉丁灯神|灯神男|阿拉丁灯神男|灯神女|阿拉丁灯神女|人物|人|身体|幻想
🧞‍♂️	man genie	People & Body	person-fantasy	5.0	dengshennan,dsn,aladingdengshennan,alddsn,dengshen,ds,aladingdengshen,aldds,dengshennv,aladingdengshennv,nan,nanxing,nx,renwu,rw,ren,shenti,st,huanxiang,hx,mangenie,man,genie,peoplebody,personfantasy	灯神男|阿拉丁灯神男|灯神|阿拉丁灯神|灯神女|阿拉丁灯神女|男|男性|人物|人|身体|幻想
🧞‍♀️	woman genie	People & Body	person-fantasy	5.0	dengshennv,dsn,aladingdengshennv,alddsn,dengshen,ds,aladingdengshen,aldds,dengshennan,aladingdengshennan,nv,nvxing,nx,renwu,rw,ren,shenti,st,huanxiang,hx,womangenie,woman,genie,peoplebody,personfantasy	灯神女|阿拉丁灯神女|灯神|阿拉丁灯神|灯神男|阿拉丁灯神男|女|女性|人物|人|身体|幻想
🧟	zombie	People & Body	person-fantasy	5.0	jiangshi,js,jiangshinan,jsn,jiangshinv,renwu,rw,ren,shenti,st,huanxiang,hx,zombie,peoplebody,personfantasy	僵尸|僵尸男|僵尸女|人物|人|身体|幻想
🧟‍♂️	man zombie	People & Body	person-fantasy	5.0	jiangshinan,jsn,jiangshi,js,jiangshinv,nan,nanxing,nx,renwu,rw,ren,shenti,st,huanxiang,hx,manzombie,man,zombie,peoplebody,personfantasy	僵尸男|僵尸|僵尸女|男|男性|人物|人|身体|幻想
🧟‍♀️	woman zombie	People & Body	person-fantasy	5.0	jiangshinv,jsn,jiangshi,js,jiangshinan,nv,nvxing,nx,renwu,rw,ren,shenti,st,huanxiang,hx,womanzombie,woman,zombie,peoplebody,personfantasy	僵尸女|僵尸|僵尸男|女|女性|人物|人|身体|幻想
🧌	troll	People & Body	person-fantasy	14.0	banshouren,bsr,jumo,jm,shouren,sr,renwu,rw,ren,shenti,st,huanxiang,hx,troll,peoplebody,personfantasy	半兽人|巨魔|兽人|人物|人|身体|幻想
🫈	hairy creature	People & Body	person-fantasy	17.0	yeren,yr,dajiaoguai,djg,xueguai,xg,renwu,rw,ren,shenti,st,huanxiang,hx,hairycreature,hairy,creature,peoplebody,personfantasy	壄人|大脚怪|雪怪|人物|人|身体|幻想
💆	person getting massage	People & Body	person-activity	0.6	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,renwu,rw,ren,shenti,st,huodong,hd,persongettingmassage,person,getting,massage,persongetting,gettingmassage,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|人物|人|身体|活动
💆🏻	person getting massage: light skin tone	People & Body	person-activity	1.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,qianfuse,qfs,renwu,rw,ren,shenti,st,huodong,hd,persongettingmassagelightskintone,person,getting,massage,light,skin,tone,persongetting,gettingmassage,massagelight,lightskin,skintone,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|浅肤色|人物|人|身体|活动
💆🏼	person getting massage: medium-light skin tone	People & Body	person-activity	1.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huodong,hd,persongettingmassagemediumlightskintone,person,getting,massage,medium,light,skin,tone,persongetting,gettingmassage,massagemedium,mediumlight,lightskin,skintone,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|浅肤色|中浅肤色|人物|人|身体|活动
💆🏽	person getting massage: medium skin tone	People & Body	person-activity	1.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huodong,hd,persongettingmassagemediumskintone,person,getting,massage,medium,skin,tone,persongetting,gettingmassage,massagemedium,mediumskin,skintone,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|中等肤色|人物|人|身体|活动
💆🏾	person getting massage: medium-dark skin tone	People & Body	person-activity	1.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,persongettingmassagemediumdarkskintone,person,getting,massage,medium,dark,skin,tone,persongetting,gettingmassage,massagemedium,mediumdark,darkskin,skintone,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|中深肤色|深肤色|人物|人|身体|活动
💆🏿	person getting massage: dark skin tone	People & Body	person-activity	1.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,persongettingmassagedarkskintone,person,getting,massage,dark,skin,tone,persongetting,gettingmassage,massagedark,darkskin,skintone,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|深肤色|人物|人|身体|活动
💆‍♂️	man getting massage	People & Body	person-activity	4.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,nan,nanxing,nx,renwu,rw,ren,shenti,st,huodong,hd,mangettingmassage,man,getting,massage,mangetting,gettingmassage,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|男|男性|人物|人|身体|活动
💆🏻‍♂️	man getting massage: light skin tone	People & Body	person-activity	4.0	anmoshinan,amsn,anmonan,amn,anmo,am,anmoshi,ams,anmonv,anmoshinv,nan,nanxing,nx,qianfuse,qfs,renwu,rw,ren,shenti,st,huodong,hd,mangettingmassagelightskintone,man,getting,massage,light,skin,tone,mangetting,gettingmassage,massagelight,lightskin,skintone,peoplebody,personactivity	按摩师男|按摩男|按摩|按摩师|按摩女|按摩师女|男|男性|浅肤色|人物|人|身体|活动
💆🏼‍♂️	man getting massage: medium-light skin tone	People & Body	person-activity	4.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,nan,nanxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huodong,hd,mangettingmassagemediumlightskintone,man,getting,massage,medium,light,skin,tone,mangetting,gettingmassage,massagemedium,mediumlight,lightskin,skintone,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|男|男性|浅肤色|中浅肤色|人物|人|身体|活动
💆🏽‍♂️	man getting massage: medium skin tone	People & Body	person-activity	4.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,nan,nanxing,nx,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huodong,hd,mangettingmassagemediumskintone,man,getting,massage,medium,skin,tone,mangetting,gettingmassage,massagemedium,mediumskin,skintone,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|男|男性|中等肤色|人物|人|身体|活动
💆🏾‍♂️	man getting massage: medium-dark skin tone	People & Body	person-activity	4.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,nan,nanxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,mangettingmassagemediumdarkskintone,man,getting,massage,medium,dark,skin,tone,mangetting,gettingmassage,massagemedium,mediumdark,darkskin,skintone,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|男|男性|中深肤色|深肤色|人物|人|身体|活动
💆🏿‍♂️	man getting massage: dark skin tone	People & Body	person-activity	4.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,nan,nanxing,nx,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,mangettingmassagedarkskintone,man,getting,massage,dark,skin,tone,mangetting,gettingmassage,massagedark,darkskin,skintone,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|男|男性|深肤色|人物|人|身体|活动
💆‍♀️	woman getting massage	People & Body	person-activity	4.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,nv,nvxing,nx,renwu,rw,ren,shenti,st,huodong,hd,womangettingmassage,woman,getting,massage,womangetting,gettingmassage,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|女|女性|人物|人|身体|活动
💆🏻‍♀️	woman getting massage: light skin tone	People & Body	person-activity	4.0	anmonv,amn,anmoshinv,amsn,anmo,am,anmoshi,ams,anmoshinan,anmonan,nv,nvxing,nx,qianfuse,qfs,renwu,rw,ren,shenti,st,huodong,hd,womangettingmassagelightskintone,woman,getting,massage,light,skin,tone,womangetting,gettingmassage,massagelight,lightskin,skintone,peoplebody,personactivity	按摩女|按摩师女|按摩|按摩师|按摩师男|按摩男|女|女性|浅肤色|人物|人|身体|活动
💆🏼‍♀️	woman getting massage: medium-light skin tone	People & Body	person-activity	4.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huodong,hd,womangettingmassagemediumlightskintone,woman,getting,massage,medium,light,skin,tone,womangetting,gettingmassage,massagemedium,mediumlight,lightskin,skintone,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|女|女性|浅肤色|中浅肤色|人物|人|身体|活动
💆🏽‍♀️	woman getting massage: medium skin tone	People & Body	person-activity	4.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,nv,nvxing,nx,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huodong,hd,womangettingmassagemediumskintone,woman,getting,massage,medium,skin,tone,womangetting,gettingmassage,massagemedium,mediumskin,skintone,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|女|女性|中等肤色|人物|人|身体|活动
💆🏾‍♀️	woman getting massage: medium-dark skin tone	People & Body	person-activity	4.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,nv,nvxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,womangettingmassagemediumdarkskintone,woman,getting,massage,medium,dark,skin,tone,womangetting,gettingmassage,massagemedium,mediumdark,darkskin,skintone,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|女|女性|中深肤色|深肤色|人物|人|身体|活动
💆🏿‍♀️	woman getting massage: dark skin tone	People & Body	person-activity	4.0	anmo,am,anmoshi,ams,anmoshinan,amsn,anmonan,amn,anmonv,anmoshinv,nv,nvxing,nx,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,womangettingmassagedarkskintone,woman,getting,massage,dark,skin,tone,womangetting,gettingmassage,massagedark,darkskin,skintone,peoplebody,personactivity	按摩|按摩师|按摩师男|按摩男|按摩女|按摩师女|女|女性|深肤色|人物|人|身体|活动
💇	person getting haircut	People & Body	person-activity	0.6	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,renwu,rw,ren,shenti,st,huodong,hd,persongettinghaircut,person,getting,haircut,persongetting,gettinghaircut,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|人物|人|身体|活动
💇🏻	person getting haircut: light skin tone	People & Body	person-activity	1.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,qianfuse,qfs,renwu,rw,ren,shenti,st,huodong,hd,persongettinghaircutlightskintone,person,getting,haircut,light,skin,tone,persongetting,gettinghaircut,haircutlight,lightskin,skintone,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|浅肤色|人物|人|身体|活动
💇🏼	person getting haircut: medium-light skin tone	People & Body	person-activity	1.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huodong,hd,persongettinghaircutmediumlightskintone,person,getting,haircut,medium,light,skin,tone,persongetting,gettinghaircut,haircutmedium,mediumlight,lightskin,skintone,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|浅肤色|中浅肤色|人物|人|身体|活动
💇🏽	person getting haircut: medium skin tone	People & Body	person-activity	1.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huodong,hd,persongettinghaircutmediumskintone,person,getting,haircut,medium,skin,tone,persongetting,gettinghaircut,haircutmedium,mediumskin,skintone,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|中等肤色|人物|人|身体|活动
💇🏾	person getting haircut: medium-dark skin tone	People & Body	person-activity	1.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,persongettinghaircutmediumdarkskintone,person,getting,haircut,medium,dark,skin,tone,persongetting,gettinghaircut,haircutmedium,mediumdark,darkskin,skintone,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|中深肤色|深肤色|人物|人|身体|活动
